Anon Src IP,eventid,operation,url,Src Port,Dst Port,sensor,request,user_agent,Dst IP,query,VT Malicious,VT Engines,VT Labels,VT Tags,VT Reputation,Geo Location,ISP,Malicious_Flag
132.202.251.182,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,10622,631,d271658095ca,POST,Mozilla/5.0 zgrab/0.x,192.168.112.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",5,"Criminal IP, CyRadar, Fortinet, IPsum, SOCRadar","malicious, malware",,0,US,AS6939 Hurricane Electric LLC,0
89.36.25.23,ipphoney.connect,,/,57870,631,d271658095ca,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",192.168.112.2,,8,"ADMINUSLabs, Criminal IP, BitDefender, CINS Army, CRDF, CyRadar, G-Data, Lionic","malicious, phishing",,-3,US,AS396982 Google LLC,0
152.60.107.66,ipphoney.connect,,/,40973,631,d271658095ca,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,192.168.112.2,,7,"Criminal IP, alphaMountain.ai, CyRadar, Forcepoint ThreatSeeker, IPsum, Lionic, SOCRadar","malicious, malware",,0,FR,AS213412 ONYPHE SAS,0
152.60.107.77,ipphoney.connect,,/favicon.ico,40861,631,d271658095ca,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,192.168.112.2,,7,"Criminal IP, CINS Army, Cyble, CyRadar, IPsum, Lionic, SOCRadar",malicious,,0,FR,AS213412 ONYPHE SAS,0
14.162.204.179,ipphoney.connect,,/,22383,631,10ec452d1a0c,GET,,172.23.0.2,,2,"Criminal IP, SOCRadar",malicious,self-signed,0,DE,"AS14061 DigitalOcean, LLC",0
133.206.128.171,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,8782,631,10ec452d1a0c,POST,Mozilla/5.0 (compatible; Odin; https://docs.getodin.com/),172.23.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",2,"Guardpot, SOCRadar","malicious, malware",,0,DE,"AS14061 DigitalOcean, LLC",0
133.205.90.187,ipphoney.connect,,/query?q=SHOW+DIAGNOSTICS,42488,631,10ec452d1a0c,GET,Go-http-client/1.1,172.23.0.2,,2,"Guardpot, SOCRadar","malicious, malware",,0,DE,"AS14061 DigitalOcean, LLC",0
93.232.73.56,ipphoney.connect,,/,44348,631,10ec452d1a0c,GET,Mozilla/5.0 (compatible; Odin; https://docs.getodin.com/),172.23.0.2,,1,SOCRadar,malware,,0,DE,"AS14061 DigitalOcean, LLC",0
180.216.143.190,ipphoney.connect,,/solr/admin/info/system,52276,631,10ec452d1a0c,GET,Go-http-client/1.1,172.23.0.2,,9,"ADMINUSLabs, Criminal IP, BitDefender, CRDF, CyRadar, G-Data, Guardpot, SOCRadar, Webroot","malicious, phishing, malware",,0,DE,"AS14061 DigitalOcean, LLC",0
133.206.139.31,ipphoney.connect,,/v2/_catalog,62724,631,10ec452d1a0c,GET,Go-http-client/1.1,172.23.0.2,,2,"Guardpot, SOCRadar","malicious, malware",,0,DE,"AS14061 DigitalOcean, LLC",0
96.32.196.95,ipphoney.connect,,/favicon.ico,40498,631,10ec452d1a0c,GET,Go-http-client/1.1,172.23.0.2,,3,"Criminal IP, Cyble, SOCRadar","malicious, malware",,-2,SG,"AS14061 DigitalOcean, LLC",0
15.152.82.184,ipphoney.connect,,/cgi-bin/authLogin.cgi,35582,631,10ec452d1a0c,GET,Go-http-client/1.1,172.23.0.2,,2,"Guardpot, SOCRadar","malicious, malware",,0,DE,"AS14061 DigitalOcean, LLC",0
180.216.143.190,ipphoney.connect,,/solr/admin/cores?action=STATUS&wt=json,52300,631,10ec452d1a0c,GET,Go-http-client/1.1,172.23.0.2,,9,"ADMINUSLabs, Criminal IP, BitDefender, CRDF, CyRadar, G-Data, Guardpot, SOCRadar, Webroot","malicious, phishing, malware",,0,DE,"AS14061 DigitalOcean, LLC",0
234.226.220.152,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,33052,631,10ec452d1a0c,POST,Mozilla/5.0 zgrab/0.x,172.23.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",0,,,,0,US,AS8075 Microsoft Corporation,0
113.216.158.3,ipphoney.connect,,/,29957,631,824848b125db,GET,,172.31.0.2,,1,SOCRadar,malware,,0,DE,"AS14061 DigitalOcean, LLC",0
180.216.129.41,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,54628,631,824848b125db,POST,Mozilla/5.0 (compatible; Odin; https://docs.getodin.com/),172.31.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",2,"Guardpot, SOCRadar","malicious, malware",,0,DE,"AS14061 DigitalOcean, LLC",0
95.163.213.156,ipphoney.connect,,/query?q=SHOW+DIAGNOSTICS,59396,631,824848b125db,GET,Go-http-client/1.1,172.31.0.2,,1,Guardpot,malicious,,0,DE,"AS14061 DigitalOcean, LLC",0
180.216.143.190,ipphoney.connect,,/v2/_catalog,19458,631,824848b125db,GET,Go-http-client/1.1,172.31.0.2,,9,"ADMINUSLabs, Criminal IP, BitDefender, CRDF, CyRadar, G-Data, Guardpot, SOCRadar, Webroot","malicious, phishing, malware",,0,DE,"AS14061 DigitalOcean, LLC",0
180.216.143.190,ipphoney.connect,,/cgi-bin/authLogin.cgi,19466,631,824848b125db,GET,Go-http-client/1.1,172.31.0.2,,9,"ADMINUSLabs, Criminal IP, BitDefender, CRDF, CyRadar, G-Data, Guardpot, SOCRadar, Webroot","malicious, phishing, malware",,0,DE,"AS14061 DigitalOcean, LLC",0
95.163.213.156,ipphoney.connect,,/solr/admin/info/system,59384,631,824848b125db,GET,Go-http-client/1.1,172.31.0.2,,1,Guardpot,malicious,,0,DE,"AS14061 DigitalOcean, LLC",0
133.206.128.171,ipphoney.connect,,/,14576,631,824848b125db,GET,Mozilla/5.0 (compatible; Odin; https://docs.getodin.com/),172.31.0.2,,2,"Guardpot, SOCRadar","malicious, malware",,0,DE,"AS14061 DigitalOcean, LLC",0
95.163.213.156,ipphoney.connect,,/solr/admin/cores?action=STATUS&wt=json,59402,631,824848b125db,GET,Go-http-client/1.1,172.31.0.2,,1,Guardpot,malicious,,0,DE,"AS14061 DigitalOcean, LLC",0
96.32.193.146,ipphoney.connect,,/favicon.ico,44512,631,824848b125db,GET,Go-http-client/1.1,172.31.0.2,,2,"Criminal IP, SOCRadar",malicious,,-2,SG,"AS14061 DigitalOcean, LLC",0
89.36.25.89,ipphoney.connect,,/,58450,631,7142524c5c9b,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.29.0.2,,0,,,,0,US,AS396982 Google LLC,0
91.216.17.102,ipphoney.connect,,/,44410,631,7142524c5c9b,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64),172.29.0.2,,0,,,,0,VN,AS45899 VNPT Corp,0
234.134.62.110,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,54358,631,5b182ee2eafc,POST,Mozilla/5.0 zgrab/0.x,192.168.112.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",4,"Criminal IP, CINS Army, GreyNoise, Guardpot",malicious,,-2,US,AS8075 Microsoft Corporation,0
211.50.179.117,ipphoney.connect,,/,39290,631,1d979ccba575,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",172.21.0.2,,0,,,,0,US,AS63949 Akamai Connected Cloud,0
253.25.82.235,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,45142,631,4a108f9041c2,POST,Mozilla/5.0 zgrab/0.x,172.18.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",4,"Criminal IP, CINS Army, CyRadar, Guardpot",malicious,,-1,US,AS8075 Microsoft Corporation,0
234.110.201.73,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,45098,631,f9ff90647919,POST,Mozilla/5.0 zgrab/0.x,172.22.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",1,Guardpot,malicious,,-1,US,AS8075 Microsoft Corporation,0
91.216.17.102,ipphoney.connect,,/,39150,631,f9ff90647919,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64),172.22.0.2,,0,,,,0,VN,AS45899 VNPT Corp,0
202.25.95.51,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,43524,631,74d98f5e12d3,POST,Mozilla/5.0 zgrab/0.x,172.25.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",0,,,,0,US,AS8075 Microsoft Corporation,0
234.147.72.170,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp/print,45342,631,fe4130a3778b,POST,PythonIPP/0.0.0,192.168.32.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-US""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp/print""]}, {""attribute_name"": ""requesting-user-name"", ""attribute_type"": ""nameWithoutLanguage"", ""attribute_value"": [""PythonIPP""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""printer-device-id"", ""printer-name"", ""printer-type"", ""printer-location"", ""printer-info"", ""printer-make-and-model"", ""printer-state"", ""printer-state-message"", ""printer-state-reason"", ""printer-supply"", ""printer-up-time"", ""printer-uri-supported"", ""device-uri"", ""printer-is-shared"", ""printer-more-info"", ""printer-firmware-string-version"", ""marker-colors"", ""marker-high-levels"", ""marker-levels"", ""marker-low-levels"", ""marker-names"", ""marker-types""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""0000557A"", ""version"": ""2.0""}",1,Criminal IP,malicious,,-1,US,AS8075 Microsoft Corporation,0
15.152.67.104,ipphoney.connect,,/,8303,631,6f0c4aaf0747,GET,,172.29.0.2,,0,,,,0,DE,"AS14061 DigitalOcean, LLC",0
92.220.55.154,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,20098,631,6f0c4aaf0747,POST,Mozilla/5.0 (compatible; Odin; https://docs.getodin.com/),172.29.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",0,,,self-signed,0,DE,"AS14061 DigitalOcean, LLC",0
180.216.31.25,ipphoney.connect,,/query?q=SHOW+DIAGNOSTICS,40334,631,6f0c4aaf0747,GET,Go-http-client/1.1,172.29.0.2,,1,SOCRadar,malware,,0,DE,"AS14061 DigitalOcean, LLC",0
133.207.156.110,ipphoney.connect,,/,8928,631,6f0c4aaf0747,GET,Mozilla/5.0 (compatible; Odin; https://docs.getodin.com/),172.29.0.2,,2,"Criminal IP, SOCRadar","malicious, malware",self-signed,-1,DE,"AS14061 DigitalOcean, LLC",0
123.68.6.227,ipphoney.connect,,/cgi-bin/authLogin.cgi,1550,631,6f0c4aaf0747,GET,Go-http-client/1.1,172.29.0.2,,0,,,,-1,DE,"AS14061 DigitalOcean, LLC",0
123.68.5.1,ipphoney.connect,,/solr/admin/info/system,36764,631,6f0c4aaf0747,GET,Go-http-client/1.1,172.29.0.2,,0,,,,0,DE,"AS14061 DigitalOcean, LLC",0
123.68.5.1,ipphoney.connect,,/solr/admin/cores?action=STATUS&wt=json,36780,631,6f0c4aaf0747,GET,Go-http-client/1.1,172.29.0.2,,0,,,,0,DE,"AS14061 DigitalOcean, LLC",0
123.68.130.95,ipphoney.connect,,/favicon.ico,54430,631,6f0c4aaf0747,GET,Go-http-client/1.1,172.29.0.2,,5,"ADMINUSLabs, Criminal IP, CyRadar, Fortinet, SOCRadar","malicious, malware",,-1,SG,"AS14061 DigitalOcean, LLC",0
180.216.31.25,ipphoney.connect,,/v2/_catalog,20332,631,6f0c4aaf0747,GET,Go-http-client/1.1,172.29.0.2,,1,SOCRadar,malware,,0,DE,"AS14061 DigitalOcean, LLC",0
108.90.123.104,ipphoney.connect,,/,63962,631,6f0c4aaf0747,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.29.0.2,,12,"ADMINUSLabs, Criminal IP, alphaMountain.ai, BitDefender, Chong Lua Dao, CINS Army, CyRadar, G-Data, Lionic, SOCRadar, Sophos, VIPRE","malicious, phishing, malware",,-2,US,AS396982 Google LLC,0
238.231.128.127,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,49670,631,6f0c4aaf0747,POST,Mozilla/5.0 zgrab/0.x,172.29.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",0,,,,0,US,"AS16509 Amazon.com, Inc.",0
83.91.43.241,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,44946,631,c249f3365aac,POST,Mozilla/5.0 zgrab/0.x,172.18.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",0,,,,-3,US,AS8075 Microsoft Corporation,0
180.202.163.1,ipphoney.connect,,/favicon.ico,54686,631,3bd173463c17,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)',172.23.0.2,,1,SOCRadar,malware,,-2,US,AS396982 Google LLC,0
180.202.163.1,ipphoney.connect,,/manage/account/login,50732,631,3bd173463c17,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)',172.23.0.2,,1,SOCRadar,malware,,-2,US,AS396982 Google LLC,0
180.202.163.1,ipphoney.connect,,/admin/index.html,60686,631,3bd173463c17,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)',172.23.0.2,,1,SOCRadar,malware,,-2,US,AS396982 Google LLC,0
180.202.163.1,ipphoney.connect,,/index.html,54536,631,3bd173463c17,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)',172.23.0.2,,1,SOCRadar,malware,,-2,US,AS396982 Google LLC,0
180.202.163.1,ipphoney.connect,,/+CSCOE+/logon.html,46516,631,3bd173463c17,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)',172.23.0.2,,1,SOCRadar,malware,,-2,US,AS396982 Google LLC,0
180.202.163.1,ipphoney.connect,,/cgi-bin/login.cgi,35044,631,3bd173463c17,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)',172.23.0.2,,1,SOCRadar,malware,,-2,US,AS396982 Google LLC,0
180.202.163.1,ipphoney.connect,,/logon.htm,54738,631,3bd173463c17,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)',172.23.0.2,,1,SOCRadar,malware,,-2,US,AS396982 Google LLC,0
180.202.163.1,ipphoney.connect,,/login.jsp,39584,631,3bd173463c17,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)',172.23.0.2,,1,SOCRadar,malware,,-2,US,AS396982 Google LLC,0
180.202.163.1,ipphoney.connect,,/doc/index.html,58460,631,3bd173463c17,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)',172.23.0.2,,1,SOCRadar,malware,,-2,US,AS396982 Google LLC,0
180.202.163.1,ipphoney.connect,,/remote/login,53876,631,3bd173463c17,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)',172.23.0.2,,1,SOCRadar,malware,,-2,US,AS396982 Google LLC,0
180.202.163.1,ipphoney.connect,,/,38894,631,3bd173463c17,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)',172.23.0.2,,1,SOCRadar,malware,,-2,US,AS396982 Google LLC,0
108.90.123.16,ipphoney.connect,,/,60302,631,e49ee154240d,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",192.168.128.2,,6,"ADMINUSLabs, Criminal IP, CINS Army, CyRadar, IPsum, SOCRadar","malicious, malware",,-2,US,AS396982 Google LLC,0
180.237.41.26,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,60084,631,0fe43737f669,POST,Mozilla/5.0 zgrab/0.x,172.24.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",0,,,,-55,US,AS8075 Microsoft Corporation,1
115.146.69.118,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp/print,57364,631,0fe43737f669,POST,PythonIPP/0.0.0,172.24.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-US""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp/print""]}, {""attribute_name"": ""requesting-user-name"", ""attribute_type"": ""nameWithoutLanguage"", ""attribute_value"": [""PythonIPP""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""printer-device-id"", ""printer-name"", ""printer-type"", ""printer-location"", ""printer-info"", ""printer-make-and-model"", ""printer-state"", ""printer-state-message"", ""printer-state-reason"", ""printer-supply"", ""printer-up-time"", ""printer-uri-supported"", ""device-uri"", ""printer-is-shared"", ""printer-more-info"", ""printer-firmware-string-version"", ""marker-colors"", ""marker-high-levels"", ""marker-levels"", ""marker-low-levels"", ""marker-names"", ""marker-types""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""000142C1"", ""version"": ""2.0""}",1,SOCRadar,malware,,0,US,AS31898 Oracle Corporation,0
115.146.69.118,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp/print,40990,631,0fe43737f669,POST,PythonIPP/0.0.0,172.24.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-US""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp/print""]}, {""attribute_name"": ""requesting-user-name"", ""attribute_type"": ""nameWithoutLanguage"", ""attribute_value"": [""PythonIPP""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""printer-device-id"", ""printer-name"", ""printer-type"", ""printer-location"", ""printer-info"", ""printer-make-and-model"", ""printer-state"", ""printer-state-message"", ""printer-state-reason"", ""printer-supply"", ""printer-up-time"", ""printer-uri-supported"", ""device-uri"", ""printer-is-shared"", ""printer-more-info"", ""printer-firmware-string-version"", ""marker-colors"", ""marker-high-levels"", ""marker-levels"", ""marker-low-levels"", ""marker-names"", ""marker-types""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00016A0F"", ""version"": ""2.0""}",1,SOCRadar,malware,,0,US,AS31898 Oracle Corporation,0
240.118.195.233,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,57858,631,0fe43737f669,POST,Mozilla/5.0 zgrab/0.x,172.24.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",0,,,,0,US,"AS16509 Amazon.com, Inc.",0
