app_name,app_version,event_timestamp,event_uuid,created_by_node_id,collected_method,transport_type,Anon Src IP,Dst IP,called_number,sip_method,sip_user_agent,sip_message,VT Malicious,VT Engines,VT Labels,VT Tags,VT Reputation,Geo Location,ISP,Malicious_Flag
sentrypeer,3.0.2,44:41.9,e57289e0-ea3c-4880-9622-76f24c1588de,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,2.12E+11,INVITE,cisco,"INVITE sip:212195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:61857;branch=qydvd2y6kpckg3v2ms5j5bk381sledm8qq5memf8z4wpu663apfj68173l43qcbl8gby0lt;rport
From: <sip:1002@3.15.22.167>;tag=36facbfe
To: <sip:212195002603@3.15.22.167>
Call-ID: eb30b2064fd0772e0a403f7d323989d6
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:61857;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,51:36.9,12809ef3-d0fc-4ce3-982a-0ae316d98c26,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,1.12E+11,INVITE,cisco,"INVITE sip:112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:50512;branch=u6muj30rgvinp69fgarsss3of28adztuisqf7ixst4cj7oq81qvcv1hxxoizeyqqhvhqkyr;rport
From: <sip:1002@3.15.22.167>;tag=2797971a
To: <sip:112195002603@3.15.22.167>
Call-ID: 94922afa23440557a1dfe09af96d3473
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:50512;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,58:30.3,c56825e3-ba02-464d-ab39-ba55c35cf4f3,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,7.78E+17,INVITE,cisco,"INVITE sip:777701112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:53691;branch=1m6g1t7stnc6qrfa7k4q04e5lkju17wbpson70zvxx07b8tun7i2kdiy4b9b0gue8bdz1ys;rport
From: <sip:1002@3.15.22.167>;tag=e048f7c3
To: <sip:777701112195002603@3.15.22.167>
Call-ID: d842f7eeb7374a7a0f0c0c60cd16bded
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:53691;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,05:38.5,80971df2-17c0-45f1-a1d3-32ff03f63a04,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,6.67E+17,INVITE,cisco,"INVITE sip:666601112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:64898;branch=7j1xa7uwfprpari346iqttmzmrpiekqhscd65l6twaih7bxlbnj5bzbvzlzrngxrwtkntqc;rport
From: <sip:1002@3.15.22.167>;tag=04232db9
To: <sip:666601112195002603@3.15.22.167>
Call-ID: 951c9dee85788ddfac37a91fa2f52578
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:64898;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,12:39.1,5a5d7add-3df2-4962-ab18-ddba354e398b,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,5.56E+17,INVITE,cisco,"INVITE sip:555501112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:54774;branch=nwdj884ou8ag1lyxgwq5rnak8k3d8hkvznczibqfkqacmxliggrc2f1lghejkkllasutkcb;rport
From: <sip:1002@3.15.22.167>;tag=bf43e325
To: <sip:555501112195002603@3.15.22.167>
Call-ID: 2a2b420b535f44ed0e7cd26373ace650
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:54774;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,19:32.8,b968f7c7-e647-4a0c-adc8-1da9fa61ea2b,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,4.44E+17,INVITE,cisco,"INVITE sip:444401112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:51915;branch=b87r4aq6zweekt7wgnpr3yiq5fti6lxqozuqzm6jkznw1ekgxzxnra8esw5egd96wf890vg;rport
From: <sip:1002@3.15.22.167>;tag=ee2b4a44
To: <sip:444401112195002603@3.15.22.167>
Call-ID: 1736bb99cb27569b0e20c9676930ae69
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:51915;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,26:14.8,8b43ee8d-0de2-4ac8-9143-8680d37024e5,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,3.33E+17,INVITE,cisco,"INVITE sip:333301112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:57826;branch=e36pe1t3k5tq7llepjymsdugajfv2ix2lfqv0cfj0evq3rjx34q0iqw0qhsqb55j0eppos2;rport
From: <sip:1002@3.15.22.167>;tag=b7ad3961
To: <sip:333301112195002603@3.15.22.167>
Call-ID: 00680c1713fa59034cf72444d171af7c
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:57826;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,33:07.6,42562f67-f241-4626-9995-cf8faa936a43,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,2.22E+17,INVITE,cisco,"INVITE sip:222201112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:56427;branch=gqfipkl2ovfty8hoouez8qtm1j23o5wb9jwcpyi8ixamggtu2rkvfyourfmahlqznffhcqq;rport
From: <sip:1002@3.15.22.167>;tag=1c0c7ce2
To: <sip:222201112195002603@3.15.22.167>
Call-ID: 9b4f4af99e42aef5c5670f401e32f257
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:56427;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,39:57.3,305b9b98-da53-4829-a666-a0c5c6db583f,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,1.11E+17,INVITE,cisco,"INVITE sip:111101112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:61398;branch=rztzhqorpl4h605k1eq5jtktab3ohkirshh9eat4hmvgpjws64qeqtjq8r7i717z18q6nhj;rport
From: <sip:1002@3.15.22.167>;tag=09d59315
To: <sip:111101112195002603@3.15.22.167>
Call-ID: 837ade6f2eacff68072760384075cdcb
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:61398;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,46:50.2,aad64887-d6fd-4384-8754-b195e8fdb40a,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,1.00E+19,INVITE,cisco,"INVITE sip:9999901112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:51040;branch=dpn3a55ft5skufzcfe188gidjx2sii3zi15quxq54pcvmw7iqt0p09mwibtcz9w5tvre9t1;rport
From: <sip:1002@3.15.22.167>;tag=04ca82fd
To: <sip:9999901112195002603@3.15.22.167>
Call-ID: 444831a84dc6aaaddd6de41464fd7870
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:51040;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,53:30.6,44dcd7f6-c6f6-4059-b407-912af1a4bd97,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,8.89E+18,INVITE,cisco,"INVITE sip:8888801112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:55184;branch=hatoza5mhq5v5yyfwndxybxq7hjw95195aquh3o2ebzuluexjqlj34mrwnyoooz6pducqx8;rport
From: <sip:1002@3.15.22.167>;tag=263cff90
To: <sip:8888801112195002603@3.15.22.167>
Call-ID: 72adf68c598e834aa78d011910745cc3
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:55184;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,00:22.4,ae6a1f79-97ca-4303-8ff2-ecc504c67a57,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,7.78E+18,INVITE,cisco,"INVITE sip:7777701112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:61061;branch=s06b2p3bnlhbqs001hw70von96q2jn4386nssbeyc92euh70yiotpqfuf8dkb67l2fj34l5;rport
From: <sip:1002@3.15.22.167>;tag=94a8c3ef
To: <sip:7777701112195002603@3.15.22.167>
Call-ID: 487c1ce8724130deb4459d4291f3b4e0
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:61061;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,07:05.7,65ca7a5d-1c2c-47a1-89b5-66a7639e872c,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,6.67E+18,INVITE,cisco,"INVITE sip:6666601112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:65114;branch=rbnj57h9yv1y4yepozk74gf0y5kwwfx2x65uthygem6abftkpj9g2mtqm385qfbr6cedq6x;rport
From: <sip:1002@3.15.22.167>;tag=5d193c24
To: <sip:6666601112195002603@3.15.22.167>
Call-ID: b2c73774c6c83be43ac6799582149814
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:65114;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,13:49.3,bb5a5130-afe9-481d-9c18-53ac10929439,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,5.56E+18,INVITE,cisco,"INVITE sip:5555501112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:58860;branch=6zn1cok34ccn6htr8doqhx44g03f2sqg8fen0gfbvdbm1v8pox7bp15utzr78bh0hyu1o16;rport
From: <sip:1002@3.15.22.167>;tag=92d3dd3f
To: <sip:5555501112195002603@3.15.22.167>
Call-ID: 025cb43dac74a558eb13a200410a9d63
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:58860;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,20:35.4,e89c3b6f-1606-4b6e-8aef-5b6d7e59405d,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,4.44E+18,INVITE,cisco,"INVITE sip:4444401112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:61177;branch=ylaivfangds22mjmpg9qln5tipqg2y19en1qgpgvz7ipfb5r5bxe3nx5znxj1awwqpmeu88;rport
From: <sip:1002@3.15.22.167>;tag=b5f056cc
To: <sip:4444401112195002603@3.15.22.167>
Call-ID: d8cb5267fbf84f3054c826db799d73fc
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:61177;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,27:20.5,37d2d92d-7f29-4650-b817-34c20252ae92,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,3.33E+18,INVITE,cisco,"INVITE sip:3333301112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:58572;branch=lqfe5utlq6tyx9qsww54uckv9gfok5czwpo2inb18samg2i0gj1tfnwth7meprhnqqn6mdo;rport
From: <sip:1002@3.15.22.167>;tag=3de262c7
To: <sip:3333301112195002603@3.15.22.167>
Call-ID: ef3235c49f3522e626e6bf313f3b6dde
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:58572;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,34:06.3,ef820212-82a2-4e61-b6e2-b6109e549ddb,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,2.22E+18,INVITE,cisco,"INVITE sip:2222201112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:54926;branch=bvqrpk05c3p93m3u7q61ufuctrqs2vyeth82tzu6mbz40ggagg5x80xq0c1agjq7e4w6j89;rport
From: <sip:1002@3.15.22.167>;tag=b6b6791c
To: <sip:2222201112195002603@3.15.22.167>
Call-ID: 959cc84a3569288067b3a1f02d038a5d
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:54926;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,40:57.6,fd49964f-7aaf-41a4-8919-81f1aab50e55,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,1.11E+18,INVITE,cisco,"INVITE sip:1111101112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:49615;branch=mlfghhqmomhygi1b0bcjhj8mapnt1npnyqlckfikutwcj2mwloq3r3p5v6a793f2x5lfe3d;rport
From: <sip:1002@3.15.22.167>;tag=3acf5189
To: <sip:1111101112195002603@3.15.22.167>
Call-ID: 312962aba6169cca2939ff8eb314d133
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:49615;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,47:47.3,c33a3945-5b4e-4509-9321-32bc9bbbf2b2,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,1.11E+12,INVITE,cisco,"INVITE sip:001112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:51657;branch=sekc8q302kqiqtxk5didd21sp25o0qpzahatxfkiq651nt8ux0blixaaf524gbjniy12ujd;rport
From: <sip:1002@3.15.22.167>;tag=d8fd6ff0
To: <sip:001112195002603@3.15.22.167>
Call-ID: f19fe2901e0d1bad18813647e6184aff
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:51657;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,55:28.2,d0c099dc-9151-42c3-949a-535cfd3419ad,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,1.11E+12,INVITE,cisco,"INVITE sip:0001112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:56103;branch=ac7nstv3nd38dpfw2m8qtorzflhd0kxwt5sds2657jpushqai4o6dbdn9yytbmz91ub7c39;rport
From: <sip:1002@3.15.22.167>;tag=f1dc6174
To: <sip:0001112195002603@3.15.22.167>
Call-ID: 9f2cc59d39ec9d4b7a0e716359c60245
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:56103;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,02:15.9,5e01e612-8b3f-47cc-8038-be0c8eed73c0,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,1.11E+12,INVITE,cisco,"INVITE sip:00001112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:59952;branch=1i76fahdoooq7fsmcbogg75op6qz60s2xcmwjm6fsy1gbquagzp0zfwnxa2sv7t4t7ek2q5;rport
From: <sip:1002@3.15.22.167>;tag=967a5db3
To: <sip:00001112195002603@3.15.22.167>
Call-ID: 4a65f1356458b2f11332892f64d132aa
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:59952;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,09:07.7,be482134-a122-45eb-b9d5-536efdf311a4,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,1.11E+12,INVITE,cisco,"INVITE sip:000001112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:61424;branch=b3sgjfccxhqodx3ckp6toqk8nso3yn6f0wrtkxb22xnx6xy6ina4jj070nx84knyawxhhee;rport
From: <sip:1002@3.15.22.167>;tag=48d131f1
To: <sip:000001112195002603@3.15.22.167>
Call-ID: d2af459b812a97ba4e06dff5013eb4a7
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:61424;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,15:54.3,ad7aec5d-0072-4b25-86a0-ec58f2f3bd56,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,1.11E+12,INVITE,cisco,"INVITE sip:0000001112195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:63447;branch=s5q6fhz14itu7fo8we9acm4mkevnb4ibnuhdvce9wqjfdwj9b1fhgrf9yt1nyqyjs3vw0ta;rport
From: <sip:1002@3.15.22.167>;tag=dd35a657
To: <sip:0000001112195002603@3.15.22.167>
Call-ID: 287fa0c9e03802510910943b3c93aa76
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:63447;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,22:33.0,07142278-cf9f-4bf7-850d-c6cb48c857c9,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,*12195002603,INVITE,cisco,"INVITE sip:*12195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:55194;branch=hstxoci9cee3khq26m1g7owhdnkizhzv6vqylj0ero4m765h3t5g7vu3yw9rgdhzd0jl3i5;rport
From: <sip:1002@3.15.22.167>;tag=2fb1ccc6
To: <sip:*12195002603@3.15.22.167>
Call-ID: d4e758136284525c84df69eb102ad4b1
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:55194;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
sentrypeer,3.0.2,29:14.3,30fbc7da-f467-4e36-bc69-b1a9aec302ca,99d5e5f5-b175-4714-afd6-0e32d5223e08,responsive,TCP,26.87.233.95,192.168.16.2,#12195002603,INVITE,cisco,"INVITE sip:%2312195002603@3.15.22.167 SIP/2.0
Via: SIP/2.0/TCP 217.160.16.161:52148;branch=sb3tuxdq4ut8arf0zyqoy5r84kqic6p33d0a591sbav3s70jckaeqdos8vl19hdb6ni41l9;rport
From: <sip:1002@3.15.22.167>;tag=0d45f580
To: <sip:%2312195002603@3.15.22.167>
Call-ID: 80f075f1af2f34af24f255d11f114b78
CSeq: 1 INVITE
Contact: <sip:1002@217.160.16.161:52148;transport=TCP>;expires=60
Allow: INVITE
Allow: REGISTER
Allow: ACK
Allow: CANCEL
Allow: BYE
Allow: NOTIFY
Allow: REFER
Allow: OPTIONS
Allow: INFO
Allow: SUBSCRIBE
Allow: UPDATE
Allow: PRACK
Allow: MESSAGE
Max-forwards: 70
User-agent: cisco
Content-Length: 0

",1,SOCRadar,malware,self-signed,0,DE,AS8560 IONOS SE,0
