Anon Src IP,dest_port,Dst IP,level,method,path,Src IP,status_code,target,timestamp,user_agent,user_agent_browser,user_agent_device_info,user_agent_engine_version,user_agent_platform,VT Labels,VT Reputation,Geo Location,ISP,Malicious_Flag
12.47.16.39,3000,3.15.22.167,WARN,GET,/,205.210.31.231,201,honeyaml::access-log,2025-03-20T03:22:30.217783Z,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39",,,"presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","malicious, phishing, malware",-3,BR,AS396982 Google LLC,0
119.133.128.60,3000,3.15.22.167,WARN,GET,/,128.1.131.221,201,honeyaml::access-log,2025-03-18T07:45:07.483043Z,,,,,,malware,0,HK,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
208.50.129.15,80,3.15.22.167,WARN,GET,/,47.237.70.255,201,honeyaml::access-log,2025-03-18T12:32:03.532069Z,,,,,,,0,SG,"AS45102 Alibaba (US) Technology Co., Ltd.",0
208.50.129.15,3000,3.15.22.167,WARN,GET,/,47.237.70.255,201,honeyaml::access-log,2025-03-18T12:32:05.571549Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",Mozilla/5.0,Intel Mac OS X 10_14_6,AppleWebKit/537.36,Macintosh,,0,SG,"AS45102 Alibaba (US) Technology Co., Ltd.",0
208.50.129.15,3000,3.15.22.167,WARN,GET,/favicon.ico,47.237.70.255,201,honeyaml::access-log,2025-03-18T12:32:06.002706Z,fasthttp,fasthttp,,,,,0,SG,"AS45102 Alibaba (US) Technology Co., Ltd.",0
68.185.216.27,3000,3.15.22.167,WARN,GET,/,184.105.247.196,201,honeyaml::access-log,2025-03-18T12:52:59.803409Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",Mozilla/5.0,Win64,x64,Windows NT 10.0,"malicious, phishing, malware",-68,US,AS6939 Hurricane Electric LLC,1
68.185.216.27,3000,3.15.22.167,WARN,GET,/favicon.ico,184.105.247.196,201,honeyaml::access-log,2025-03-18T12:53:17.606085Z,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Mozilla/5.0,WOW64,AppleWebKit/537.36,Windows NT 10.0,"malicious, phishing, malware",-68,US,AS6939 Hurricane Electric LLC,1
234.110.204.38,3000,3.15.22.167,WARN,GET,/,20.150.204.230,201,honeyaml::access-log,2025-03-18T13:36:14.337700Z,Mozilla/5.0 zgrab/0.x,Mozilla/5.0 zgrab/0.x,,,,"malicious, malware",0,US,AS8075 Microsoft Corporation,0
150.208.179.245,3000,3.15.22.167,WARN,GET,/,80.82.77.202,201,honeyaml::access-log,2025-03-18T18:32:01.831580Z,fasthttp,fasthttp,,,,"malicious, phishing, malware",-66,NL,AS202425 IP Volume inc,1
250.219.52.183,80,3.15.22.167,WARN,GET,/,8.219.49.75,201,honeyaml::access-log,2025-03-17T04:17:16.357804Z,,,,,,,0,SG,"AS45102 Alibaba (US) Technology Co., Ltd.",0
250.219.52.183,3000,3.15.22.167,WARN,GET,/,8.219.49.75,201,honeyaml::access-log,2025-03-17T04:17:16.809964Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",Mozilla/5.0,Intel Mac OS X 10_14_6,AppleWebKit/537.36,Macintosh,,0,SG,"AS45102 Alibaba (US) Technology Co., Ltd.",0
250.219.52.183,3000,3.15.22.167,WARN,GET,/favicon.ico,8.219.49.75,201,honeyaml::access-log,2025-03-17T04:17:17.261825Z,fasthttp,fasthttp,,,,,0,SG,"AS45102 Alibaba (US) Technology Co., Ltd.",0
245.44.66.167,3000,3.15.22.167,WARN,GET,/,4.236.189.39,201,honeyaml::access-log,2025-03-17T11:55:38.174500Z,Mozilla/5.0 zgrab/0.x,Mozilla/5.0 zgrab/0.x,,,,,0,US,AS8075 Microsoft Corporation,0
2.77.211.116,3000,3.15.22.167,WARN,GET,/,193.181.177.11,201,honeyaml::access-log,2025-03-17T13:13:54.531209Z,Mozilla/5.0 zgrab/0.x,Mozilla/5.0 zgrab/0.x,,,,"malicious, malware",0,NL,AS208583 Baffin Bay Networks AB,0
200.231.177.1,3000,3.15.22.167,WARN,GET,/,51.91.174.248,201,honeyaml::access-log,2025-03-17T18:38:57.888587Z,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,Mozilla/5.0,Ubuntu,Linux x86_64,X11,"phishing, malicious, malware",0,FR,AS16276 OVH SAS,0
180.216.148.103,80,3.15.22.167,WARN,GET,/,104.248.232.151,201,honeyaml::access-log,2025-03-18T01:13:02.240846Z,Mozilla/5.0 (compatible),Mozilla/5.0,,,compatible,,0,US,"AS14061 DigitalOcean, LLC",0
180.216.148.103,80,3.15.22.167,WARN,GET,/favicon.ico,104.248.232.151,201,honeyaml::access-log,2025-03-18T01:13:02.337471Z,Mozilla/5.0 (compatible),Mozilla/5.0,,,compatible,,0,US,"AS14061 DigitalOcean, LLC",0
128.255.73.111,3000,3.15.22.167,WARN,GET,/,71.6.232.24,201,honeyaml::access-log,2025-03-18T02:56:09.967524Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,"malicious, malware, phishing",-3,US,"AS10439 CariNet, Inc.",0
133.206.147.176,3000,3.15.22.167,WARN,GET,/,64.227.109.191,201,honeyaml::access-log,2025-03-16T06:52:58.112006Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,,0,US,"AS14061 DigitalOcean, LLC",0
0.71.179.137,3000,3.15.22.167,WARN,GET,/,195.184.76.154,201,honeyaml::access-log,2025-03-16T10:21:33.167467Z,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,Mozilla/5.0,Ubuntu,Linux x86_64,X11,"malicious, malware",0,US,AS213412 ONYPHE SAS,0
200.238.25.170,3000,3.15.22.167,WARN,GET,/favicon.ico,51.81.144.44,201,honeyaml::access-log,2025-03-16T10:28:08.655685Z,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,Mozilla/5.0,Ubuntu,Linux x86_64,X11,"malicious, malware",0,US,AS16276 OVH SAS,0
83.20.160.109,3000,3.15.22.167,WARN,GET,/,172.212.103.140,201,honeyaml::access-log,2025-03-16T10:54:43.803832Z,Mozilla/5.0 zgrab/0.x,Mozilla/5.0 zgrab/0.x,,,,"malicious, malware",0,US,AS8075 Microsoft Corporation,0
250.219.204.24,80,3.15.22.167,WARN,GET,/,8.219.236.87,201,honeyaml::access-log,2025-03-16T12:16:02.080447Z,,,,,,,0,SG,"AS45102 Alibaba (US) Technology Co., Ltd.",0
133.206.147.176,3000,3.15.22.167,WARN,GET,/,64.227.109.191,201,honeyaml::access-log,2025-03-16T18:42:13.325338Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,,0,US,"AS14061 DigitalOcean, LLC",0
152.60.107.179,3000,3.15.22.167,WARN,GET,/,91.196.152.61,201,honeyaml::access-log,2025-03-16T19:26:11.513048Z,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,Mozilla/5.0,Ubuntu,Linux x86_64,X11,"malicious, malware",0,FR,AS213412 ONYPHE SAS,0
244.119.37.249,3000,3.15.22.167,WARN,GET,/favicon.ico,5.135.58.198,201,honeyaml::access-log,2025-03-16T19:33:08.736562Z,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,Mozilla/5.0,Ubuntu,Linux x86_64,X11,malware,0,FR,AS16276 OVH SAS,0
108.90.123.70,80,,WARN,GET,/,147.185.132.186,201,honeyaml::access-log,2025-03-16T21:00:50.586512Z,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39",,,"presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","malicious, malware, phishing",-1,US,AS396982 Google LLC,0
12.47.16.239,3000,3.15.22.167,WARN,GET,/,205.210.31.111,201,honeyaml::access-log,2025-03-16T21:30:45.536578Z,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39",,,"presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","malicious, malware, phishing",-3,US,AS396982 Google LLC,0
164.53.83.128,3000,3.15.22.167,WARN,GET,/,123.245.84.31,201,honeyaml::access-log,2025-03-16T23:12:37.436909Z,,,,,,"malicious, malware",0,CN,AS4134 CHINANET-BACKBONE,0
170.220.179.119,3000,3.15.22.167,WARN,GET,/,116.252.76.23,201,honeyaml::access-log,2025-03-16T23:12:59.973203Z,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",Mozilla/5.0,AppleWebKit/537.36,"KHTML, like Gecko",Windows NT 6.1,,0,CN,AS4134 CHINANET-BACKBONE,0
121.55.196.4,3000,3.15.22.167,WARN,GET,/,137.74.181.244,201,honeyaml::access-log,2025-03-15T04:28:11.984110Z,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,Mozilla/5.0,Ubuntu,Linux x86_64,X11,malware,-2,FR,AS16276 OVH SAS,0
2.181.132.159,3000,3.15.22.167,WARN,GET,/,193.42.96.128,201,honeyaml::access-log,2025-03-15T06:13:43.482846Z,Go-http-client/1.1,Go-http-client/1.1,,,,,0,DE,AS136787 PacketHub S.A.,0
6.251.21.225,3000,3.15.22.167,WARN,GET,/,198.235.24.98,201,honeyaml::access-log,2025-03-15T09:10:30.189359Z,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39",,,"presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","malicious, phishing, malware",-2,TW,AS396982 Google LLC,0
234.110.203.149,3000,3.15.22.167,WARN,GET,/,20.150.201.140,201,honeyaml::access-log,2025-03-15T09:36:29.258839Z,Mozilla/5.0 zgrab/0.x,Mozilla/5.0 zgrab/0.x,,,,"malicious, malware",0,US,AS8075 Microsoft Corporation,0
250.219.200.99,80,3.15.22.167,WARN,GET,/,8.219.233.152,201,honeyaml::access-log,2025-03-15T11:50:20.061408Z,,,,,,,0,SG,"AS45102 Alibaba (US) Technology Co., Ltd.",0
250.219.200.99,3000,3.15.22.167,WARN,GET,/,8.219.233.152,201,honeyaml::access-log,2025-03-15T11:50:20.517452Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",Mozilla/5.0,Intel Mac OS X 10_14_6,AppleWebKit/537.36,Macintosh,,0,SG,"AS45102 Alibaba (US) Technology Co., Ltd.",0
250.219.200.99,3000,3.15.22.167,WARN,GET,/favicon.ico,8.219.233.152,201,honeyaml::access-log,2025-03-15T11:50:20.971224Z,fasthttp,fasthttp,,,,,0,SG,"AS45102 Alibaba (US) Technology Co., Ltd.",0
176.137.96.160,3000,3.15.22.167,WARN,GET,/,111.7.96.161,201,honeyaml::access-log,2025-03-15T11:50:40.148179Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Mozilla/5.0,Intel Mac OS X 10_15_7,AppleWebKit/537.36,Macintosh,"malicious, malware",-12,CN,"AS9808 China Mobile Communications Group Co., Ltd.",0
83.230.123.106,3000,3.15.22.167,WARN,GET,/,172.105.128.12,201,honeyaml::access-log,2025-03-16T00:06:42.270507Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",Mozilla/5.0,Intel Mac OS X 13_1,AppleWebKit/537.36,Macintosh,"malicious, phishing, malware",-6,US,AS63949 Akamai Connected Cloud,0
123.68.236.17,80,3.15.22.167,WARN,GET,/,139.59.17.206,201,honeyaml::access-log,2025-03-16T02:08:16.776846Z,Mozilla/5.0 (compatible),Mozilla/5.0,,,compatible,"malicious, malware",-1,IN,"AS14061 DigitalOcean, LLC",0
123.68.236.17,80,3.15.22.167,WARN,GET,/favicon.ico,139.59.17.206,201,honeyaml::access-log,2025-03-16T02:08:18.204856Z,Mozilla/5.0 (compatible),Mozilla/5.0,,,compatible,"malicious, malware",-1,IN,"AS14061 DigitalOcean, LLC",0
93.225.97.61,80,3.15.22.167,WARN,GET,/,165.227.94.50,201,honeyaml::access-log,2025-03-14T07:10:40.584659Z,Mozilla/5.0 (compatible),Mozilla/5.0,,,compatible,malware,0,US,"AS14061 DigitalOcean, LLC",0
93.225.97.61,80,3.15.22.167,WARN,GET,/favicon.ico,165.227.94.50,201,honeyaml::access-log,2025-03-14T07:10:40.622827Z,Mozilla/5.0 (compatible),Mozilla/5.0,,,compatible,malware,0,US,"AS14061 DigitalOcean, LLC",0
234.34.135.41,3000,3.15.22.167,WARN,GET,/,20.221.67.46,201,honeyaml::access-log,2025-03-14T09:15:22.223889Z,Mozilla/5.0 zgrab/0.x,Mozilla/5.0 zgrab/0.x,,,,"malware, malicious",0,US,AS8075 Microsoft Corporation,0
132.202.251.223,3000,3.15.22.167,WARN,GET,/,65.49.1.192,201,honeyaml::access-log,2025-03-14T09:24:06.287490Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,"malicious, malware",0,US,AS6939 Hurricane Electric LLC,0
132.202.251.218,3000,3.15.22.167,WARN,GET,/favicon.ico,65.49.1.197,201,honeyaml::access-log,2025-03-14T09:24:57.092379Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,"malicious, malware",0,US,AS6939 Hurricane Electric LLC,0
95.30.117.187,3000,3.15.22.167,WARN,GET,/,167.94.138.61,201,honeyaml::access-log,2025-03-14T10:33:55.859869Z,,,,,,"malicious, phishing, malware",-3,US,"AS398324 Censys, Inc.",0
95.30.117.187,3000,3.15.22.167,WARN,GET,/,167.94.138.61,201,honeyaml::access-log,2025-03-14T10:34:10.473261Z,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),Mozilla/5.0,CensysInspect/1.1,+https://about.censys.io/,compatible,"malicious, phishing, malware",-3,US,"AS398324 Censys, Inc.",0
95.30.117.187,3000,3.15.22.167,WARN,GET,/favicon.ico,167.94.138.61,201,honeyaml::access-log,2025-03-14T10:34:32.801979Z,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),Mozilla/5.0,CensysInspect/1.1,+https://about.censys.io/,compatible,"malicious, phishing, malware",-3,US,"AS398324 Censys, Inc.",0
119.7.63.147,3000,3.15.22.167,WARN,GET,/,128.199.63.144,201,honeyaml::access-log,2025-03-14T11:13:34.529179Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,,0,NL,"AS14061 DigitalOcean, LLC",0
12.47.16.42,80,,WARN,GET,/,205.210.31.233,201,honeyaml::access-log,2025-03-14T19:19:23.796044Z,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39",,,"presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","malicious, malware, phishing",-5,BR,AS396982 Google LLC,0
211.129.60.192,3000,3.15.22.167,WARN,GET,/,45.142.193.91,201,honeyaml::access-log,2025-03-14T19:30:07.345571Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.8.19",Mozilla/5.0,Intel Mac OS X 10_15_7,AppleWebKit/605.1.15,Macintosh,"phishing, malicious, malware",-1,NL,AS214295 SKYNET NETWORK LTD,0
211.129.60.192,3000,3.15.22.167,WARN,GET,/favicon.ico,45.142.193.91,201,honeyaml::access-log,2025-03-14T19:30:07.524927Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.8.19",Mozilla/5.0,Intel Mac OS X 10_15_7,AppleWebKit/605.1.15,Macintosh,"phishing, malicious, malware",-1,NL,AS214295 SKYNET NETWORK LTD,0
98.10.193.221,3000,3.15.22.167,WARN,GET,/,157.245.62.226,201,honeyaml::access-log,2025-03-15T02:07:02.062141Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,,-1,SG,"AS14061 DigitalOcean, LLC",0
211.38.16.109,3000,3.15.22.167,WARN,GET,/,45.58.159.138,201,honeyaml::access-log,2025-04-09T06:43:14.277722Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,malware,0,NL,AS46844 Sharktech,0
91.216.17.102,3000,3.15.22.167,WARN,GET,/,161.248.30.30,201,honeyaml::access-log,2025-04-09T08:23:06.517193Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Mozilla/5.0,Win64,x64,Windows NT 10.0,,0,VN,AS45899 VNPT Corp,0
93.154.177.85,3000,3.15.22.167,WARN,GET,/,165.154.174.108,201,honeyaml::access-log,2025-04-09T09:35:33.497658Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",Mozilla/5.0,Intel Mac OS X 10_15_7,AppleWebKit/537.36,Macintosh,"malicious, malware, phishing",-1,GB,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
93.154.177.85,3000,3.15.22.167,WARN,GET,/favicon.ico,165.154.174.108,201,honeyaml::access-log,2025-04-09T09:35:33.967947Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Mozilla/5.0,Intel Mac OS X 10_7_0,AppleWebKit/535.11,Macintosh,"malicious, malware, phishing",-1,GB,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
93.154.177.85,3000,3.15.22.167,WARN,GET,/robots.txt,165.154.174.108,201,honeyaml::access-log,2025-04-09T09:35:34.202420Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Mozilla/5.0,Intel Mac OS X 10_7_0,AppleWebKit/535.11,Macintosh,"malicious, malware, phishing",-1,GB,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
93.154.177.85,3000,3.15.22.167,WARN,GET,/sitemap.xml,165.154.174.108,201,honeyaml::access-log,2025-04-09T09:35:34.445249Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Mozilla/5.0,Intel Mac OS X 10_7_0,AppleWebKit/535.11,Macintosh,"malicious, malware, phishing",-1,GB,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
169.206.165.110,3000,3.15.22.167,WARN,GET,/,118.194.249.8,201,honeyaml::access-log,2025-04-09T16:54:21.914518Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",Mozilla/5.0,Intel Mac OS X 10_15_7,AppleWebKit/537.36,Macintosh,"malicious, malware, phishing",-1,KR,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
169.206.165.110,3000,3.15.22.167,WARN,GET,/favicon.ico,118.194.249.8,201,honeyaml::access-log,2025-04-09T16:54:22.267981Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Mozilla/5.0,Intel Mac OS X 10_7_0,AppleWebKit/535.11,Macintosh,"malicious, malware, phishing",-1,KR,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
169.206.165.110,3000,3.15.22.167,WARN,GET,/robots.txt,118.194.249.8,201,honeyaml::access-log,2025-04-09T16:54:22.642849Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Mozilla/5.0,Intel Mac OS X 10_7_0,AppleWebKit/535.11,Macintosh,"malicious, malware, phishing",-1,KR,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
169.206.165.110,3000,3.15.22.167,WARN,GET,/sitemap.xml,118.194.249.8,201,honeyaml::access-log,2025-04-09T16:54:23.023767Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Mozilla/5.0,Intel Mac OS X 10_7_0,AppleWebKit/535.11,Macintosh,"malicious, malware, phishing",-1,KR,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0
123.68.166.36,80,3.15.22.167,WARN,GET,/,139.59.82.196,201,honeyaml::access-log,2025-04-10T00:25:57.928121Z,Mozilla/5.0 (compatible),Mozilla/5.0,,,compatible,,0,IN,"AS14061 DigitalOcean, LLC",0
123.68.166.36,80,3.15.22.167,WARN,GET,/favicon.ico,139.59.82.196,201,honeyaml::access-log,2025-04-10T00:25:58.427304Z,Mozilla/5.0 (compatible),Mozilla/5.0,,,compatible,,0,IN,"AS14061 DigitalOcean, LLC",0
234.134.63.93,3000,3.15.22.167,WARN,GET,/,20.65.195.34,201,honeyaml::access-log,2025-04-10T00:34:30.534085Z,Mozilla/5.0 zgrab/0.x,Mozilla/5.0 zgrab/0.x,,,,"malware, malicious",0,US,AS8075 Microsoft Corporation,0
185.208.3.74,3000,3.15.22.167,WARN,GET,/,98.80.4.120,201,honeyaml::access-log,2025-04-10T02:09:39.591230Z,"Mozilla/5.0 (Windows NT 6.2;en-US) AppleWebKit/537.32.36 (KHTML, live Gecko) Chrome/57.0.3105.83 Safari/537.32",Mozilla/5.0,en-US,AppleWebKit/537.32.36,Windows NT 6.2,"malicious, malware",0,US,"AS14618 Amazon.com, Inc.",0
7.77.231.18,3000,3.15.22.167,WARN,GET,/,199.45.155.72,201,honeyaml::access-log,2025-03-13T04:34:02.269763Z,,,,,,"malicious, phishing, malware",-2,HK,"AS398722 Censys, Inc.",0
7.77.231.18,3000,3.15.22.167,WARN,GET,/,199.45.155.72,201,honeyaml::access-log,2025-03-13T04:34:06.569663Z,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),Mozilla/5.0,CensysInspect/1.1,+https://about.censys.io/,compatible,"malicious, phishing, malware",-2,HK,"AS398722 Censys, Inc.",0
7.77.231.18,3000,3.15.22.167,WARN,GET,/favicon.ico,199.45.155.72,201,honeyaml::access-log,2025-03-13T04:34:11.143466Z,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),Mozilla/5.0,CensysInspect/1.1,+https://about.censys.io/,compatible,"malicious, phishing, malware",-2,HK,"AS398722 Censys, Inc.",0
1.185.211.232,3000,3.15.22.167,WARN,GET,/,194.187.176.31,201,honeyaml::access-log,2025-03-13T05:11:38.735269Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,Mozilla/5.0,Win64,x64,Windows NT 10.0,"malware, malicious",0,DE,AS208843 Alpha Strike Labs GmbH,0
1.185.211.68,3000,3.15.22.167,WARN,GET,/favicon.ico,194.187.176.187,201,honeyaml::access-log,2025-03-13T05:11:38.971305Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,Mozilla/5.0,Win64,x64,Windows NT 10.0,"malicious, malware",0,DE,AS208843 Alpha Strike Labs GmbH,0
98.10.193.221,3000,3.15.22.167,WARN,GET,/,157.245.62.226,201,honeyaml::access-log,2025-03-13T05:15:10.935072Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,,-1,SG,"AS14061 DigitalOcean, LLC",0
133.94.131.253,3000,3.15.22.167,WARN,GET,/,64.62.197.240,201,honeyaml::access-log,2025-03-13T08:23:22.007356Z,Mozilla/5.0 (X11; Linux x86_64; rv:102.0) Gecko/20100101 Firefox/102.0,Mozilla/5.0,Linux x86_64,rv:102.0,X11,"malicious, malware",-16,US,AS6939 Hurricane Electric LLC,0
133.94.131.228,3000,3.15.22.167,WARN,GET,/favicon.ico,64.62.197.229,201,honeyaml::access-log,2025-03-13T08:23:37.475069Z,Mozilla/5.0 (X11; OpenBSD amd64; rv:109.0) Gecko/20100101 Firefox/115.0,Mozilla/5.0,OpenBSD amd64,rv:109.0,X11,"malicious, malware",-1,US,AS6939 Hurricane Electric LLC,0
245.55.127.153,3000,3.15.22.167,WARN,GET,/,4.246.231.134,201,honeyaml::access-log,2025-03-13T08:48:52.432036Z,Mozilla/5.0 zgrab/0.x,Mozilla/5.0 zgrab/0.x,,,,"malware, malicious",0,US,AS8075 Microsoft Corporation,0
